# corpus-wide term-usage Pareto over all 32 class corpora (14M text)
# generated by scripts/term-pareto.sh products/*/*/

RANK  COUNT    CUM%    TERM
2011  4        99.7    mark-and-sweep
2012  4        99.7    logic programming language
2013  4        99.7    liskov substitution principle
2014  4        99.7    leftmost-outermost
2015  4        99.7    least fixed point
2016  4        99.7    lazy product
2017  4        99.7    kanban board
2018  4        99.7    join semilattice
2019  4        99.7    iterative development
2020  4        99.7    i/o redirection
2021  4        99.7    integer sign analysis
2022  4        99.7    informal walkthrough
2023  4        99.7    inductively defined proposition
2024  4        99.7    impredicativity
2025  4        99.7    immutability
2026  4        99.7    illegalargumentexception
2027  4        99.7    heyting arithmetic
2028  4        99.7    head expansion
2029  4        99.7    generativity
2030  4        99.7    function prototype
2031  4        99.7    friend function
2032  4        99.7    forkjoin framework
2033  4        99.7    file metadata
2034  4        99.7    featurization
2035  4        99.7    family of types
2036  4        99.7    fail fast
2037  4        99.7    expression problem
2038  4        99.7    exponential distribution
2039  4        99.7    exit code
2040  4        99.7    erasure
2041  4        99.7    dynamic method dispatch
2042  4        99.7    drop table
2043  4        99.7    double-negation translation
2044  4        99.7    double hashing
2045  4        99.7    distributed hybrid system
2046  4        99.7    decision problem
2047  4        99.7    de bruijn indices
2048  4        99.7    dead-code elimination
2049  4        99.7    coverage-guided fuzzing
2050  4        99.7    contingency
2051  4        99.7    cons operator
2052  4        99.7    congruence rules
2053  4        99.8    concurrentmodificationexception
2054  4        99.8    cohesion
2055  4        99.8    code/design review
2056  4        99.8    clear-box testing
2057  4        99.8    clause learning
2058  4        99.8    checked exception
2059  4        99.8    bottom-up parsing
2060  4        99.8    binary heap
2061  4        99.8    axioms of probability
2062  4        99.8    algebraic data type
2063  4        99.8    affine type system
2064  4        99.8    address space layout randomization
2065  4        99.8    accuracy vs. precision
2066  4        99.8    a/b testing
2067  3        99.8    β-conversion
2068  3        99.8    zombie process
2069  3        99.8    zero extension
2070  3        99.8    with high probability
2071  3        99.8    whitebox fuzzing
2072  3        99.8    while language
2073  3        99.8    well-typed term
2074  3        99.8    verification-condition generator
2075  3        99.8    value context
2076  3        99.8    typestate
2077  3        99.8    type erasure
2078  3        99.8    type equivalence
2079  3        99.8    try/except
2080  3        99.8    tree pattern matching
2081  3        99.8    travelling salesperson problem
2082  3        99.8    transactional memory
2083  3        99.8    three-address code
2084  3        99.8    the world and the machine
2085  3        99.8    testing in production
2086  3        99.8    synchronous exception
2087  3        99.8    synchronization order
2088  3        99.8    symbol resolution
2089  3        99.8    subformula property
2090  3        99.8    structured algorithm
2091  3        99.8    string operators
2092  3        99.8    sorting problem
2093  3        99.8    software inspection
2094  3        99.8    size suffix
2095  3        99.8    simultaneous conjunction
2096  3        99.8    simple graph
2097  3        99.8    shift operations
2098  3        99.8    set instructions
2099  3        99.8    series-parallel graph
2100  3        99.8    row-major order
2101  3        99.8    reflexive transitive closure
2102  3        99.8    recursive equation
2103  3        99.8    purification
2104  3        99.8    protocol testing
2105  3        99.8    product automaton
2106  3        99.8    process isolation
2107  3        99.8    probabilistic concurrency testing
2108  3        99.8    posix threads
2109  3        99.8    polyhedral model
2110  3        99.8    pluggable type-checking
2111  3        99.8    performance testing
2112  3        99.8    pas-de-deux
2113  3        99.8    partitioned hash join
2114  3        99.8    partial recursive function
2115  3        99.8    parametric judgment
2116  3        99.8    object class
2117  3        99.8    nonvolatile memory
2118  3        99.8    non-executable memory
2119  3        99.8    non-blocking
2120  3        99.8    nelson-oppen procedure
2121  3        99.8    nelson-oppen combination
2122  3        99.8    multi-level array
2123  3        99.8    multidimensional array
2124  3        99.8    modulo variable expansion
2125  3        99.8    modular multiplicative inverse
2126  3        99.8    log-likelihood
2127  3        99.8    logic variable
2128  3        99.8    lexical analysis
2129  3        99.8    law of the unconscious statistician
2130  3        99.8    kleene closure
2131  3        99.8    keymaera x
2132  3        99.8    jsdoc
2133  3        99.8    joint distribution
2134  3        99.8    join node
2135  3        99.8    iteration vs. recursion
2136  3        99.8    invariant detection
2137  3        99.8    integration test
2138  3        99.8    inspection checklist
2139  3        99.8    insertion policy
2140  3        99.8    inner join
2141  3        99.8    if-else expression
2142  3        99.8    identity theorem
2143  3        99.8    glossary
2144  3        99.8    generalizing the induction hypothesis
2145  3        99.8    galois connection
2146  3        99.8    functional requirement
2147  3        99.8    free and bound variables
2148  3        99.8    first-order function
2149  3        99.8    fencepost loop
2150  3        99.8    facade
2151  3        99.8    expression dag
2152  3        99.8    environment modeling
2153  3        99.8    encapsulation and abstraction
2154  3        99.8    early pruning
2155  3        99.8    dynamic typing as static typing
2156  3        99.8    dynamic allocation
2157  3        99.8    do/while loop
2158  3        99.8    discrete assignment
2159  3        99.8    discharge
2160  3        99.8    define-struct
2161  3        99.8    decidability of equality
2162  3        99.8    cylindrical algebraic decomposition
2163  3        99.8    cut reduction as communication
2164  3        99.8    countable set
2165  3        99.8    context-free language
2166  3        99.8    complete induction
2167  3        99.8    command language
2168  3        99.8    codeql
2169  3        99.8    code cache
2170  3        99.8    church-turing thesis
2171  3        99.8    brzozowski derivative
2172  3        99.8    bootstrapping
2173  3        99.8    birthday problem
2174  3        99.8    big-step operational semantics
2175  3        99.8    biased notation
2176  3        99.8    barendregt numerals
2177  3        99.9    axiom vs. axiom schema
2178  3        99.9    automated theorem prover
2179  3        99.9    asynchronous exception
2180  3        99.9    ast walking
2181  3        99.9    aslr
2182  3        99.9    array of pointers
2183  3        99.9    ad-hoc polymorphism
2184  3        99.9    access modifiers
2185  3        99.9    abstract summary
2186  3        99.9    10x engineer
2187  2        99.9    zig-zag completeness
2188  2        99.9    zero-based indexing
2189  2        99.9    wrapper class
2190  2        99.9    work law
2191  2        99.9    v vacuous axiom
2192  2        99.9    unique ownership
2193  2        99.9    uncountable set
2194  2        99.9    unbiased estimator
2195  2        99.9    type qualifier
2196  2        99.9    type-based alias analysis
2197  2        99.9    threads memory model
2198  2        99.9    thread locality
2199  2        99.9    this pointer
2200  2        99.9    tarskian
2201  2        99.9    synthetic inference rule
2202  2        99.9    syntactic type safety
2203  2        99.9    symmetric difference
2204  2        99.9    subtype polymorphism
2205  2        99.9    substitution property
2206  2        99.9    subquery in select
2207  2        99.9    struct alignment
2208  2        99.9    strong update
2209  2        99.9    string interning
2210  2        99.9    string indexing
2211  2        99.9    stochastic hybrid system
2212  2        99.9    state and behavior
2213  2        99.9    spiral model
2214  2        99.9    specification generation
2215  2        99.9    specification checking
2216  2        99.9    spaceship operator
2217  2        99.9    sophus lie
2218  2        99.9    software requirements specification
2219  2        99.9    smt-lib
2220  2        99.9    self-balancing bst
2221  2        99.9    security through obscurity
2222  2        99.9    scope of optimization
2223  2        99.9    risk management
2224  2        99.9    resource algebra
2225  2        99.9    reliable byte stream
2226  2        99.9    reference equality
2227  2        99.9    reduced grammar
2228  2        99.9    recursive descent parser
2229  2        99.9    reaction delay
2230  2        99.9    raii
2231  2        99.9    queue adt
2232  2        99.9    qualified name
2233  2        99.9    qa plan
2234  2        99.9    pure virtual function
2235  2        99.9    pseudo-boolean constraint
2236  2        99.9    proof-theoretic semantics
2237  2        99.9    proof reduction as computation
2238  2        99.9    process states
2239  2        99.9    privatization
2240  2        99.9    predicate abstraction
2241  2        99.9    precision and recall
2242  2        99.9    positive equality
2243  2        99.9    persistence of antecedents
2244  2        99.9    peano axioms
2245  2        99.9    ordered logic programming
2246  2        99.9    open source license
2247  2        99.9    open source business models
2248  2        99.9    omega combinator
2249  2        99.9    object id
2250  2        99.9    noun extraction
2251  2        99.9    negating quantifiers
2252  2        99.9    mutation-based fuzzing
2253  2        99.9    monotone operator
2254  2        99.9    ml pipeline
2255  2        99.9    mixing types
2256  2        99.9    memoryless strategies
2257  2        99.9    memorylessness
2258  2        99.9    memory checking
2259  2        99.9    memory aliasing
2260  2        99.9    mechanical error
2261  2        99.9    measurement overhead
2262  2        99.9    mall
2263  2        99.9    make variables
2264  2        99.9    main success scenario
2265  2        99.9    magnetic disk
2266  2        99.9    loop-invariant code motion
2267  2        99.9    loop implementation
2268  2        99.9    loop-checking
2269  2        99.9    logical variable
2270  2        99.9    lockset analysis
2271  2        99.9    local binding
2272  2        99.9    linear o
2273  2        99.9    lexeme
2274  2        99.9    left factoring
2275  2        99.9    least and greatest fixed point
2276  2        99.9    lattice height
2277  2        99.9    lambda function
2278  2        99.9    kleene algebra
2279  2        99.9    keyset
2280  2        99.9    iterated dominance frontier
2281  2        99.9    intraprocedural analysis
2282  2        99.9    internal definition
2283  2        99.9    intercalation
2284  2        99.9    inheritance hierarchy
2285  2        99.9    indefinite loop
2286  2        99.9    if-elif-else statement
2287  2        99.9    identity as forwarding
2288  2        99.9    head reduction
2289  2        99.9    hash code
2290  2        99.9    function template
2291  2        99.9    function patching
2292  2        99.9    functional congruence
2293  2        99.9    f-string
2294  2        99.9    fragile base class
2295  2        99.9    formalizing a specification
2296  2        99.9    fork-join parallelism
2297  2        99.9    focus judgment
2298  2        99.9    flow-insensitive analysis
2299  2        99.9    floating-point numbers
2300  2        99.9    flaky test
2301  2        99.9    fixed-point combinator
2302  2        99.9    file types
2303  2        99.9    file sharing
2304  2        99.9    extended relational algebra
2305  2        99.9    execution latency
2306  2        99.9    emptystackexception
2307  2        99.9    emptiness checking
2308  2        99.9    dynamic classification
2309  2        99.9    duck typing
2310  2        99.9    dual use
2311  2        99.9    dominating term
2312  2        99.9    dma
2313  2        99.9    distributive laws
2314  2        99.9    disjunction property
2315  2        99.9    discarding failed runs
2316  2        99.9    differential invariance chart
2317  2        99.9    dgl axiomatization
2318  2        99.9    dependency dag
2319  2        99.9    denormalized numbers
2320  2        99.9    definite loop
2321  2        99.9    defect prevention
2322  2        99.9    dataflow lattice
2323  2        99.9    data bias
2324  2        99.9    data anomalies
2325  2        99.9    cwe
2326  2        99.9    custom colors
2327  2        99.9    c string
2328  2        99.9    correlated subquery
2329  2        99.9    continuous uniform distribution
2330  2        99.9    continuation type
2331  2        99.9    consuming tokens
2332  2        99.9    conservative coalescing
2333  2        99.9    conditional compilation
2334  2        99.9    concrete vs. abstract syntax
2335  2        99.9    complexity classes p and np
2336  2        99.9    compile-time error
2337  2        99.9    common theories
2338  2        99.9    closed-form solution
2339  2        99.9    client-server model
2340  2        99.9    class p
2341  2        99.9    class np
2342  2        99.9    church booleans
2343  2        99.9    chip and conquer
2344  2        99.9    change control board
2345  2        99.9    canvas coordinates
2346  2        99.9    canonical-forms lemma
2347  2        99.9    bound lemma
2348  2        99.9    binomial distribution
2349  2        99.9    big-o classes
2350  2        99.9    benign effect
2351  2        99.9    automated debugging
2352  2        99.9    autocompletion
2353  2        99.9    ascending chain
2354  2        99.9    arrays as functions
2355  2        99.9    array bounds checking
2356  2        99.9    architectural view
2357  2        99.9    append operator
2358  2        99.9    answer substitution
2359  2        99.9    andmap
2360  2        99.9    ambiguous dependence
2361  2        99.9    algebraic datatype
2362  2        99.9    admissible uniform substitution
2363  2        99.9    administrative redex
2364  2        99.9    address-of operator
2365  1        99.9    φ node
2366  1        99.9    write policies
2367  1        99.9    word embedding
2368  1        100.0   waterfall model
2369  1        100.0   watched literals
2370  1        100.0   variable context
2371  1        100.0   value judgment
2372  1        100.0   unsigned encoding
2373  1        100.0   unrolling the recurrence
2374  1        100.0   unrestricted assumptions
2375  1        100.0   universal type
2376  1        100.0   universally quantified type
2377  1        100.0   uniqueness of normal forms
2378  1        100.0   unique elements
2379  1        100.0   uniform substitution rule
2380  1        100.0   type subsumption
2381  1        100.0   typed but unsafe
2382  1        100.0   type abstraction and type application
2383  1        100.0   trivial fd
2384  1        100.0   thread safety
2385  1        100.0   third normal form
2386  1        100.0   theory propagation
2387  1        100.0   theory of uninterpreted functions
2388  1        100.0   test oracle
2389  1        100.0   @test annotation
2390  1        100.0   termination argument
2391  1        100.0   template instantiation
2392  1        100.0   synchronous message passing
2393  1        100.0   symbolic execution tree
2394  1        100.0   subtraction trick
2395  1        100.0   substitutability
2396  1        100.0   subquery in from
2397  1        100.0   strengthening the loop invariant
2398  1        100.0   store by value
2399  1        100.0   std::
2400  1        100.0   statistical language model
2401  1        100.0   ssa deconstruction
2402  1        100.0   sram vs dram
2403  1        100.0   spurious counterexample
2404  1        100.0   soundness & completeness of first-order logic
2405  1        100.0   solver-aided reasoning
2406  1        100.0   software transition structure
2407  1        100.0   software engineering code of ethics
2408  1        100.0   single-source shortest path
2409  1        100.0   signed subformulas
2410  1        100.0   shifting elements
2411  1        100.0   sharing judgment
2412  1        100.0   set equality
2413  1        100.0   set-builder notation
2414  1        100.0   semantic action
2415  1        100.0   rule/pattern-based analysis
2416  1        100.0   rule of three
2417  1        100.0   representation exposure
2418  1        100.0   repository model
2419  1        100.0   red zone
2420  1        100.0   readers-writers problem
2421  1        100.0   reachability analysis
2422  1        100.0   quantifier-free fragment
2423  1        100.0   quantifier-free conjunctive fragment
2424  1        100.0   quadratic o
2425  1        100.0   p vs np
2426  1        100.0   pure object-oriented language
2427  1        100.0   public inheritance
2428  1        100.0   proof-directed debugging
2429  1        100.0   proof by reduction
2430  1        100.0   proof by coinduction
2431  1        100.0   profile-directed compilation
2432  1        100.0   productive stream
2433  1        100.0   principle of longest match
2434  1        100.0   possible world
2435  1        100.0   pie model
2436  1        100.0   physical query plan
2437  1        100.0   parallelism vs. concurrency
2438  1        100.0   order preserving
2439  1        100.0   ordered type system
2440  1        100.0   optimization blocker
2441  1        100.0   open term
2442  1        100.0   offline + online proof
2443  1        100.0   object slicing
2444  1        100.0   normal deduction
2445  1        100.0   non-chronological backtracking
2446  1        100.0   no differential cut elimination
2447  1        100.0   nested-loop join
2448  1        100.0   necessity modality
2449  1        100.0   natural ordering
2450  1        100.0   multiplicity constraint
2451  1        100.0   most general unifier
2452  1        100.0   modulo scheduling
2453  1        100.0   mobility restriction
2454  1        100.0   meaning explanation
2455  1        100.0   may-alias relation
2456  1        100.0   map update
2457  1        100.0   manual memory management
2458  1        100.0   loop invariant search
2459  1        100.0   loop induction variable elimination
2460  1        100.0   logarithmic o
2461  1        100.0   lock contention
2462  1        100.0   lock-based concurrency
2463  1        100.0   ll parsing
2464  1        100.0   list aliasing
2465  1        100.0   linear hypothesis
2466  1        100.0   landing pad
2467  1        100.0   k-limiting
2468  1        100.0   kill/gen
2469  1        100.0   iv&v
2470  1        100.0   intuitionistic type theory
2471  1        100.0   interpreter pipeline
2472  1        100.0   interface vs. implementation
2473  1        100.0   initialization checking
2474  1        100.0   induction axiom for repetition
2475  1        100.0   incremental solving
2476  1        100.0   implicit leading 1
2477  1        100.0   hybrid analysis
2478  1        100.0   hereditary termination
2479  1        100.0   guarded commands
2480  1        100.0   greedy schedule
2481  1        100.0   goal-directed proof construction
2482  1        100.0   geometric distribution
2483  1        100.0   general simplex
2484  1        100.0   fuzzing roadblocks
2485  1        100.0   fundamental theorem of arithmetic
2486  1        100.0   function header
2487  1        100.0   fourier-motzkin elimination
2488  1        100.0   formal technical review
2489  1        100.0   flow-sensitive type refinement
2490  1        100.0   first-class citizens
2491  1        100.0   fermat's little theorem
2492  1        100.0   fault injection
2493  1        100.0   f-algebra
2494  1        100.0   external validity
2495  1        100.0   extended euclidean algorithm
2496  1        100.0   exponential o
2497  1        100.0   event-driven programming
2498  1        100.0   euclidean algorithm
2499  1        100.0   enumerated type
2500  1        100.0   eager vs. lazy evaluation
2501  1        100.0   diverging program
2502  1        100.0   disjoint-set
2503  1        100.0   discrete uniform distribution
2504  1        100.0   dijkstra's algorithm
2505  1        100.0   difference logic
2506  1        100.0   deterministic parallelism
2507  1        100.0   destructive vs non-destructive
2508  1        100.0   design by contract
2509  1        100.0   demand paging
2510  1        100.0   delayed evaluation
2511  1        100.0   defects per hour
2512  1        100.0   default qualifier
2513  1        100.0   datatype generativity
2514  1        100.0   database consistency
2515  1        100.0   database architectures
2516  1        100.0   cut elimination theorem
2517  1        100.0   curry–howard correspondence
2518  1        100.0   crc cards
2519  1        100.0   cps contract
2520  1        100.0   control equivalence
2521  1        100.0   construct validity
2522  1        100.0   constructivism
2523  1        100.0   const reference
2524  1        100.0   conservative analysis
2525  1        100.0   concolic tools
2526  1        100.0   computer science ethics
2527  1        100.0   completeness of termination
2528  1        100.0   compiler correctness
2529  1        100.0   combination testing
2530  1        100.0   classical sequent calculus
2531  1        100.0   church–rosser theorem
2532  1        100.0   chomsky hierarchy
2533  1        100.0   call-string context
2534  1        100.0   bug depth
2535  1        100.0   bst delete
2536  1        100.0   brent's theorem
2537  1        100.0   break statement
2538  1        100.0   boogie
2539  1        100.0   blocking call
2540  1        100.0   block header
2541  1        100.0   black-box testing
2542  1        100.0   bipartiteness
2543  1        100.0   bidirectional typechecking
2544  1        100.0   bernoulli distribution
2545  1        100.0   benchmark-based metric
2546  1        100.0   belady
2547  1        100.0   auto-active verification
2548  1        100.0   async-signal-safe function
2549  1        100.0   asymptotic performance analysis
2550  1        100.0   assignment operators
2551  1        100.0   approaches to concurrency
2552  1        100.0   annotation-based analysis
2553  1        100.0   analysis maturity model
2554  1        100.0   allocation vs. assignment
2555  1        100.0   allocation-based alias analysis
2556  1        100.0   algorithms vs. code
2557  1        100.0   affine array index
2558  1        100.0   abstract state space exploration
2559  1        100.0   abstract method
2560  1        100.0   abstraction and composition
2561  1        100.0   abstract grammar
2562  0        100.0   ω-automata
2563  0        100.0   ε-transition
2564  0        100.0   β-value reduction
2565  0        100.0   β and η rules; unicity; universal property
2566  0        100.0   zero/sign extension and truncation
2567  0        100.0   x = change pattern
2568  0        100.0   write-through vs write-back
2569  0        100.0   write-allocate vs no-write-allocate
2570  0        100.0   work — t₁
2571  0        100.0   work, span, latency, throughput
2572  0        100.0   worklist processing order
2573  0        100.0   will-be-available expressions
2574  0        100.0   white-box testing
2575  0        100.0   while-loop semantics
2576  0        100.0   weakest precondition wpq
2577  0        100.0   virtual vs. physical address
2578  0        100.0   virtual vs physical address
2579  0        100.0   virtual destructor
2580  0        100.0   verifiable rewards
2581  0        100.0   variant rule `var`
2582  0        100.0   variance )
2583  0        100.0   value types vs. computation types
2584  0        100.0   validity `⊨ φ`
2585  0        100.0   validation vs. verification
2586  0        100.0   us rule
2587  0        100.0   user mode vs kernel mode
2588  0        100.0   up-shift `↑`
2589  0        100.0   upcasting
2590  0        100.0   universal generalization
2591  0        100.0   unit `1`
2592  0        100.0   uniqueness of types
2593  0        100.0   uniform substitution `σ`
2594  0        100.0   unconditional vs. conditional jump
2595  0        100.0   umin/umax/tmin/tmax
2596  0        100.0   type synthesis vs. type checking
2597  0        100.0   type synonym
2598  0        100.0   types of misses
2599  0        100.0   types as specifications
2600  0        100.0   type preservation and progress
2601  0        100.0   type inference as a logic program
2602  0        100.0   typed quantifiers
2603  0        100.0   type cast vs. coercion
2604  0        100.0   type candidate
2605  0        100.0   two's-complement addition
2606  0        100.0   t-validity
2607  0        100.0   turing equivalence
2608  0        100.0   turing completeness
2609  0        100.0   tseitin transformation
2610  0        100.0   tree tiling
2611  0        100.0   trap into the kernel
2612  0        100.0   translation unit
2613  0        100.0   transition semantics `i⟦α⟧ ⊆ s × s`
2614  0        100.0   transfinite induction on reduction
2615  0        100.0   tractable vs. intractable
2616  0        100.0   topological ordering
2617  0        100.0   top-down parsing )
2618  0        100.0   tombstone deletion
2619  0        100.0   token-based processing
2620  0        100.0   `throws` clause
2621  0        100.0   throughput vs utilization
2622  0        100.0   three-valued conditions with null
2623  0        100.0   three loop triples
2624  0        100.0   thread vs process tradeoffs
2625  0        100.0   `this` keyword
2626  0        100.0   theory of fixed-width bitvectors
2627  0        100.0   theory conflict clause
2628  0        100.0   the four judgments
2629  0        100.0   test terms
2630  0        100.0   test stub
2631  0        100.0   testing alongside verification
2632  0        100.0   test axiom `[?]`
2633  0        100.0   test and conditional axioms
2634  0        100.0   test adequacy
2635  0        100.0   temporal vs. spatial locality
2636  0        100.0   team communication cost
2637  0        100.0   tcp vs udp
2638  0        100.0   tarski's fixed point theorem
2639  0        100.0   t1–t2 transformations
2640  0        100.0   system-call dispatch table
2641  0        100.0   systematic interleaving exploration
2642  0        100.0   synthetic vs. analytic judgment
2643  0        100.0   synthesized special members
2644  0        100.0   syntax-guided proof
2645  0        100.0   syntax-directed rules
2646  0        100.0   syntactic vs semantic logical framework
2647  0        100.0   symmetric vs. asymmetric encryption
2648  0        100.0   symbolic compiler
2649  0        100.0   subtyping of session types
2650  0        100.0   substitution principle for parameters
2651  0        100.0   substitution [n/x]m
2652  0        100.0   subclass vs. subtype
2653  0        100.0   stuck term
2654  0        100.0   structural vs. nominal typing
2655  0        100.0   structural sharing
2656  0        100.0   strong vs weak symbols
2657  0        100.0   strong vs. weak reduction
2658  0        100.0   strong normalization
2659  0        100.0   strongest postcondition spp
2660  0        100.0   string interpolation
2661  0        100.0   strict barrier certificate
2662  0        100.0   strengthening the inductive hypothesis
2663  0        100.0   stream vs datagram socket
2664  0        100.0   steensgaard's analysis
2665  0        100.0   statistical inference of invariants and models
2666  0        100.0   static vs shared libraries
2667  0        100.0   static vs. dynamic type
2668  0        100.0   static vs dynamic linking
2669  0        100.0   static vs. dynamic execution
2670  0        100.0   static vs. dynamic error
2671  0        100.0   static vs dynamic content
2672  0        100.0   static/global vs automatic allocation
2673  0        100.0   state-space explosion
2674  0        100.0   statelessness
2675  0        100.0   standard normal 𝒩
2676  0        100.0   standard descriptors
2677  0        100.0   stack vs. queue interfaces
2678  0        100.0   stackoverflowerror
2679  0        100.0   stack adt
2680  0        100.0   stably infinite theory
2681  0        100.0   stable sort
2682  0        100.0   ssa renaming
2683  0        100.0   sqlite lock modes
2684  0        100.0   specification testing vs. clear-box testing
2685  0        100.0   specification statement
2686  0        100.0   span — t∞
2687  0        100.0   soundness and completeness of focusing
2688  0        100.0   soundness and completeness of dynamics
2689  0        100.0   solver vs. checker
2690  0        100.0   solution of an ode
2691  0        100.0   software analytics
2692  0        100.0   small vs. large type
2693  0        100.0   simply-typed λ-calculus with unit
2694  0        100.0   simplify-and-color heuristic
2695  0        100.0   signed/unsigned conversion
2696  0        100.0   short read
2697  0        100.0   shift-reduce conflict
2698  0        100.0   share form
2699  0        100.0   shared lock vs exclusive lock
2700  0        100.0   shared address space
2701  0        100.0   shallow vs. deep embedding
2702  0        100.0   set-associative cache
2703  0        100.0   sequential-composition axiom
2704  0        100.0   sequential composition axiom `[;]`
2705  0        100.0   semantic equivalence
2706  0        100.0   self-finitizing
2707  0        100.0   safety vs. liveness
2708  0        100.0   russell's paradox
2709  0        100.0   runtime exceptions
2710  0        100.0   rules as inductive definitions
2711  0        100.0   rgb color
2712  0        100.0   review formality spectrum
2713  0        100.0   reuse vs. locality
2714  0        100.0   resource characterization of the logics
2715  0        100.0   resource bound
2716  0        100.0   requirements qualities
2717  0        100.0   relaxation
2718  0        100.0   relational interpretation of types
2719  0        100.0   relational composition `∘`
2720  0        100.0   relational action of type constructors
2721  0        100.0   register sub-parts
2722  0        100.0   reference equality vs. value equality
2723  0        100.0   reference cycle
2724  0        100.0   reference chain
2725  0        100.0   redundant load elimination
2726  0        100.0   reduce-reduce conflict
2727  0        100.0   recursive type )
2728  0        100.0   recursively defined set
2729  0        100.0   real-arithmetic proof rule
2730  0        100.0   read-over-write axioms `row1`, `row2`
2731  0        100.0   ragged list
2732  0        100.0   radix sort
2733  0        100.0   quantifier rules and freshness
2734  0        100.0   quadratic time — o
2735  0        100.0   pure specification
2736  0        100.0   publish-subscribe
2737  0        100.0   public/private pair
2738  0        100.0   propositions-as-types
2739  0        100.0   proof terms for quantifiers
2740  0        100.0   proof-term annotated sequents
2741  0        100.0   proof certificate
2742  0        100.0   proof as program
2743  0        100.0   program slicing
2744  0        100.0   programming to an interface
2745  0        100.0   programming language as a mathematical object
2746  0        100.0   program as a state relation
2747  0        100.0   producer-consumer problem
2748  0        100.0   privileged vs unprivileged mode
2749  0        100.0   priority queue adt
2750  0        100.0   prim's algorithm
2751  0        100.0   primary clustering
2752  0        100.0   predicativity
2753  0        100.0   precoloring
2754  0        100.0   pre-coloring
2755  0        100.0   precision vs. accuracy
2756  0        100.0   powerset domain
2757  0        100.0   positive vs. negative connectives
2758  0        100.0   positive polarization = call-by-value
2759  0        100.0   polarized atoms
2760  0        100.0   point-free
2761  0        100.0   "plain english" description
2762  0        100.0   pipelining vs blocking
2763  0        100.0   pipe-and-filter
2764  0        100.0   phony target
2765  0        100.0   phase-ordering problem
2766  0        100.0   persistent vs. ephemeral data structure
2767  0        100.0   peano's axioms
2768  0        100.0   path quantifiers
2769  0        100.0   partial vs. total correctness
2770  0        100.0   partial-order reduction
2771  0        100.0   partiality
2772  0        100.0   par , multiplicative disjunction
2773  0        100.0   parallel assignment
2774  0        100.0   pairwise vs. mutual independence
2775  0        100.0   page hit vs page fault
2776  0        100.0   page frame
2777  0        100.0   page-fault handler
2778  0        100.0   out-of-ssa translation
2779  0        100.0   out-of-order execution
2780  0        100.0   ordinals , `ω`, `ω+1`
2781  0        100.0   operator precedence and associativity
2782  0        100.0   operational semantics of games
2783  0        100.0   open-endedness
2784  0        100.0   open classes
2785  0        100.0   on vs where
2786  0        100.0   ones' complement
2787  0        100.0   "one of" vs. "each of" type
2788  0        100.0   `old`
2789  0        100.0   offline vs. online dpll
2790  0        100.0   object-file sections
2791  0        100.0   nondeterminism as abstraction
2792  0        100.0   node splitting
2793  0        100.0   n-gram model
2794  0        100.0   new[]
2795  0        100.0   neutral term
2796  0        100.0   nelson–oppen combination
2797  0        100.0   negligence vs. malpractice
2798  0        100.0   negative-weight edge
2799  0        100.0   negative vs positive polarity
2800  0        100.0   negative vs. positive connectives
2801  0        100.0   negative polarization = call-by-name
2802  0        100.0   negative binomial distribution
2803  0        100.0   negation laws
2804  0        100.0   neededness
2805  0        100.0   natural numbers type
2806  0        100.0   natural numbers as a type
2807  0        100.0   must-bound variables `mbv`
2808  0        100.0   multiply/divide by shifting
2809  0        100.0   multiplicative truth
2810  0        100.0   most/least significant bit
2811  0        100.0   monotonicity rule `m`, fixpoint rule `fp`, induction rule `ind`
2812  0        100.0   monotonicity rule `m[·]`
2813  0        100.0   monotonicity requirement
2814  0        100.0   monotone transfer function
2815  0        100.0   monotone flow function
2816  0        100.0   module cloning
2817  0        100.0   modality duality
2818  0        100.0   minimal unsat core
2819  0        100.0   method vs function
2820  0        100.0   memory-related bugs
2821  0        100.0   member initialization list
2822  0        100.0   median-of-three
2823  0        100.0   measurement reliability
2824  0        100.0   measurement dysfunction
2825  0        100.0   may vs. must analysis
2826  0        100.0   may-property vs. must-property
2827  0        100.0   may-alias vs. must-alias
2828  0        100.0   markov's inequality
2829  0        100.0   marginal distribution
2830  0        100.0   many-sorted fol
2831  0        100.0   makefile rule
2832  0        100.0   ltl operators
2833  0        100.0   lr item
2834  0        100.0   lr automaton
2835  0        100.0   loop unwinding
2836  0        100.0   loop translation
2837  0        100.0   loop rule `loop`
2838  0        100.0   loop-invariant rule
2839  0        100.0   loop data dependence
2840  0        100.0   loop convergence rule `con`
2841  0        100.0   loop-carried vs. loop-independent dependence
2842  0        100.0   logic vs. type theory
2843  0        100.0   logic gate
2844  0        100.0   logical similarity
2845  0        100.0   logical right shift
2846  0        100.0   logarithmic time — o
2847  0        100.0   ll property
2848  0        100.0   llms augmenting analysis
2849  0        100.0   llm-assisted dynamic analysis
2850  0        100.0   literal vs. contextual reading
2851  0        100.0   listening vs connected socket
2852  0        100.0   listening vs connected descriptor
2853  0        100.0   linear time — o
2854  0        100.0   linear negation
2855  0        100.0   linearithmic o
2856  0        100.0   lifted lattice
2857  0        100.0   lexicographically positive dependence
2858  0        100.0   left rules and right rules
2859  0        100.0   least-fixpoint characterization of repetition
2860  0        100.0   layered architecture
2861  0        100.0   law of excluded middle vs. proof by contradiction
2862  0        100.0   latency and pipeline hazards
